,QC_08,lv1_08,Ground_temperature_08,Temperature_08,Temperature_08_H0,Relative_humidity_08,Sep,QC_20,lv1_20,Ground_temperature_20,Temperature_20,Temperature_20_H0,Relative_humidity_20
2009/04/12,0,31,292.70166666666665,47,263.96231,30,/,0,31,284.78166666666664,47,266.45886,29
2009/04/13,0,31,295.6836666666667,47,264.54956,29,/,0,31,286.4326666666667,47,269.95779,30
2009/04/14,0,31,294.45,47,266.0719,30,/,0,31,287.55899999999997,47,269.73663,30
2009/04/15,3,31,294.3456666666666,47,265.53845,35,/,0,31,283.222,47,269.51071,43
2009/04/16,0,31,296.23133333333334,47,268.4267,36,/,0,31,285.4723333333333,47,272.07523,36
2009/04/17,0,31,296.63733333333334,47,269.09842,43,/,0,31,287.4053333333334,47,271.23593,43
2009/04/18,2,31,286.4953333333333,47,266.98419,43,/,0,31,280.2606666666666,47,264.86652,43
2009/04/19,0,31,290.4716666666667,47,263.32599,43,/,0,31,282.2943333333333,47,264.4054,43
2009/04/20,0,31,289.52166666666665,47,263.21655,42,/,0,31,281.08933333333334,47,266.23318,42
2009/04/21,0,31,291.55899999999997,47,263.08871,42,/,0,31,284.13399999999996,25,269.56619,25
2009/04/22,3,31,285.8356666666666,47,265.22324,43,/,0,31,281.72166666666664,47,267.9624,43
2009/04/23,0,31,283.7903333333333,47,266.06271,43,/,0,31,277.33333333333337,47,267.4241,43
2009/04/24,0,31,283.058,47,264.35822,43,/,0,31,278.5863333333333,47,267.44952,43
2009/04/25,0,0,287.3333333333333,47,265.23257,36,/,0,31,286.62833333333333,47,269.03259,36
2009/04/26,0,0,280.3533333333333,47,264.75558,36,/,2,31,287.9123333333333,47,268.89417,36
2009/04/27,0,31,281.85833333333335,47,267.58594,36,/,0,31,286.02566666666667,47,268.47906,43
2009/04/28,0,0,279.1503333333333,47,264.55188,43,/,0,31,291.33233333333334,47,270.85825,43
2009/04/29,0,0,,47,267.64832,30,/,0,0,,47,271.13129,30
2009/04/30,0,0,,47,268.53479,36,/,0,0,,47,265.95084,36
2009/05/01,0,0,,47,263.95853,36,/,0,31,284.35299999999995,47,263.93338,36
2009/05/02,0,0,,47,262.06406,43,/,0,31,284.254,47,266.18851,43
2009/05/03,0,31,279.98,47,265.65173,43,/,0,31,293.40999999999997,47,272.38007,36
2009/05/04,0,31,283.474,47,269.72858,36,/,0,31,291.9343333333333,47,272.50031,37
2009/05/05,0,0,,47,269.05508,43,/,0,31,294.16166666666663,47,274.23004,44
2009/05/06,0,31,285.51133333333337,47,269.43512,44,/,0,31,291.15,47,275.62741,44
2009/05/07,0,31,285.5243333333333,47,271.58588,36,/,0,31,290.8813333333333,47,275.91559,44
2009/05/08,0,31,287.22933333333333,47,271.77243,36,/,0,31,291.111,47,273.3743,36
2009/05/09,2,31,287.4123333333333,47,268.0755,36,/,0,31,287.06066666666663,47,268.90817,36
2009/05/10,0,31,283.64733333333334,47,267.6554,36,/,0,31,291.898,47,270.60019,36
2009/05/11,3,31,277.4523333333333,47,266.80533,43,/,0,31,283.77099999999996,47,267.80338,43
2009/05/12,0,31,282.976,47,267.83487,36,/,0,31,283.7676666666666,47,268.75781,36
2009/05/13,0,31,282.68933333333337,47,268.8793,36,/,2,31,283.409,47,269.06879,36
2009/05/14,2,31,279.7743333333333,47,267.49112,36,/,2,31,283.13233333333335,47,267.15527,43
2009/05/15,0,31,281.484,47,265.21085,43,/,0,31,285.403,47,266.37457,43
2009/05/16,0,31,283.1673333333333,47,264.41409,43,/,0,31,286.5186666666667,47,267.66232,43
2009/05/17,0,31,282.54533333333336,47,265.31122,30,/,0,31,281.02700000000004,47,263.51614,43
2009/05/18,0,31,278.67199999999997,47,263.71796,43,/,0,31,290.937,47,268.76642,43
2009/05/19,0,0,283.754,47,263.44406,46,/,0,31,291.0833333333333,47,268.6676,43
2009/05/20,0,31,285.51666666666665,47,268.26523,43,/,0,31,295.663,47,274.84479,43
2009/05/21,0,31,284.60566666666665,47,271.51642,43,/,2,31,283.2103333333333,47,268.23056,36
2009/05/22,0,31,282.098,47,265.94986,36,/,0,31,290.29966666666667,47,270.69131,44
2009/05/23,0,31,283.99733333333336,47,268.70096,36,/,2,31,290.0226666666667,47,271.25302,36
2009/05/24,0,31,284.971,47,269.52771,36,/,0,31,293.17866666666663,47,271.06073,36
2009/05/25,0,0,286.51366666666667,47,270.1947,36,/,0,31,293.46433333333334,47,276.80164,36
2009/05/26,0,31,286.74766666666665,47,273.19562,37,/,2,31,286.08733333333333,47,277.72675,37
2009/05/27,3,31,281.57899999999995,47,275.17206,37,/,2,31,286.22933333333333,47,273.54233,37
2009/05/28,0,0,282.4083333333333,47,265.78271,37,/,0,31,288.20366666666666,47,268.70609,37
2009/05/29,0,31,283.88466666666665,47,266.77621,37,/,0,31,287.37399999999997,47,267.04242,36
2009/05/30,0,31,284.18666666666667,47,265.13699,36,/,0,31,292.6483333333333,47,267.82913,36
2009/05/31,0,31,286.43433333333337,47,266.20251,43,/,0,31,292.89666666666665,47,270.22815,36
2009/06/01,0,0,286.42566666666664,47,267.28107,36,/,0,31,293.977,47,267.47394,43
2009/06/02,0,0,,47,265.61343,43,/,2,0,,47,270.23566,43
2009/06/03,0,0,289.60966666666667,47,267.60712,43,/,0,31,297.31766666666664,47,272.36163,44
2009/06/04,0,31,289.6066666666667,47,268.33969,43,/,0,31,297.3653333333333,47,269.79321,44
2009/06/05,0,31,290.41499999999996,47,268.11346,43,/,3,31,286.12966666666665,47,271.09583,36
2009/06/06,0,31,283.78200000000004,47,269.38635,43,/,0,31,295.3806666666667,47,272.43658,36
2009/06/07,0,31,287.43433333333337,47,270.71292,43,/,0,31,290.128,47,271.69662,36
2009/06/08,0,0,287.2363333333334,47,269.71387,44,/,0,31,294.2836666666667,47,271.37842,44
2009/06/09,2,0,,47,271.33981,44,/,0,31,292.887,47,271.22241,37
2009/06/10,2,0,,47,270.72455,37,/,2,31,293.13,47,271.50699,44
2009/06/11,2,0,,47,269.98825,44,/,0,0,,47,270.71042,44
2009/06/12,0,0,,47,267.29785,44,/,0,0,,47,273.10495,44
2009/06/13,0,0,,47,269.60406,44,/,0,31,297.3226666666667,47,272.47198,44
2009/06/14,0,31,290.857,47,270.68069,36,/,0,31,297.6066666666667,47,275.28116,37
2009/06/15,0,0,289.82166666666666,47,271.5213,37,/,3,31,291.20833333333337,47,272.84491,37
2009/06/16,0,31,287.892,47,272.78391,37,/,0,0,,47,276.20911,37
2009/06/17,0,0,,47,274.55731,37,/,0,31,297.151,47,280.95624,37
2009/06/18,3,31,290.567,47,276.87311,37,/,3,31,295.57433333333336,47,279.30029,37
2009/06/19,0,0,285.44,47,272.61719,37,/,0,31,290.18666666666667,47,274.94653,37
2009/06/20,2,31,285.7543333333333,47,274.18631,37,/,0,31,293.56466666666665,47,276.0105,37
2009/06/21,0,31,289.79866666666663,47,274.75961,37,/,2,31,291.65566666666666,47,273.38141,37
2009/06/22,0,31,286.58866666666665,47,272.35507,37,/,2,31,297.196,47,275.37762,37
2009/06/23,0,0,292.37,47,272.39374,37,/,0,31,299.3276666666667,47,265.50583,42
2009/06/24,0,0,,47,273.76755,37,/,0,0,,47,276.07892,37
2009/06/25,0,0,292.36533333333335,47,274.3161,37,/,2,31,298.317,47,276.44882,37
2009/06/26,0,31,293.0393333333333,47,274.12747,37,/,3,31,297.2196666666666,47,276.88541,37
2009/06/27,3,31,291.36766666666665,47,274.32333,37,/,0,31,291.8466666666667,47,274.69989,37
2009/06/28,0,31,287.08366666666666,47,273.48135,37,/,0,31,295.61,47,275.51358,44
2009/06/29,2,31,291.47833333333335,47,271.7793,44,/,0,31,294.11266666666666,47,272.60812,44
2009/06/30,0,31,288.59900000000005,47,272.07855,44,/,0,31,297.81600000000003,47,275.23895,37
2009/07/01,0,31,291.12899999999996,47,273.57581,37,/,2,31,296.22799999999995,47,273.63821,37
2009/07/02,0,31,290.0383333333333,47,273.97885,37,/,0,31,293.90166666666664,47,275.32901,37
2009/07/03,2,31,288.9453333333333,47,274.37088,37,/,2,31,294.61533333333335,47,275.61868,37
2009/07/04,0,31,289.4723333333334,47,274.69562,37,/,0,31,296.9993333333333,47,275.96429,37
2009/07/05,0,31,289.50033333333334,47,275.69672,37,/,3,31,297.59766666666667,47,277.88269,37
2009/07/06,0,31,292.346,47,275.7265,45,/,0,31,297.18999999999994,47,278.07278,37
2009/07/07,2,31,291.90133333333335,47,276.45197,37,/,3,31,294.536,47,277.73123,37
2009/07/08,3,31,288.2546666666667,47,275.91418,37,/,0,31,292.3376666666667,47,276.48782,37
2009/07/09,0,0,287.212,47,275.93719,37,/,0,31,298.71299999999997,47,278.25595,37
2009/07/10,2,31,291.747,47,275.57434,37,/,2,31,294.99666666666667,47,274.62451,37
2009/07/11,0,31,290.53266666666667,47,273.36441,37,/,2,31,299.456,47,276.01773,44
2009/07/12,0,31,291.5516666666666,47,272.91174,44,/,2,31,292.67,47,274.57904,44
2009/07/13,0,31,288.74199999999996,47,272.15607,44,/,0,31,297.3446666666667,47,277.16541,45
2009/07/14,2,31,290.946,47,276.14328,37,/,2,31,294.668,47,278.56738,37
2009/07/15,2,31,291.92066666666665,47,277.45721,37,/,2,31,299.02566666666667,47,279.58301,37
2009/07/16,0,31,293.047,47,278.46378,37,/,3,31,288.501,47,279.13535,38
2009/07/17,0,31,288.761,47,275.72446,37,/,0,31,298.123,47,278.93774,38
2009/07/18,0,31,291.9533333333333,47,275.90094,38,/,0,31,300.22133333333335,47,281.14166,38
2009/07/19,2,31,293.5196666666667,47,277.97476,38,/,2,31,287.96500000000003,47,276.85342,45
2009/07/20,2,0,289.1546666666667,47,275.92361,38,/,0,31,294.786,47,277.42148,38
2009/07/21,3,31,291.8086666666667,47,277.18845,37,/,2,31,295.36333333333334,47,278.33337,37
2009/07/22,2,31,290.244,47,276.21527,45,/,2,31,295.32,47,277.38904,37
2009/07/23,0,31,290.159,47,273.64215,37,/,0,31,299.591,47,277.98419,37
2009/07/24,0,31,293.53599999999994,47,274.55441,37,/,0,31,300.46999999999997,47,276.77988,37
2009/07/25,0,31,293.1863333333333,47,274.27475,44,/,2,31,296.905,47,275.73502,37
2009/07/26,2,31,285.9233333333333,47,273.02573,37,/,0,31,288.97333333333336,47,272.32056,44
2009/07/27,0,31,286.5266666666667,47,269.34,44,/,0,31,296.29366666666664,47,274.68729,44
2009/07/28,0,31,288.696,47,272.41507,44,/,3,31,291.6236666666666,47,275.53967,37
2009/07/29,0,31,288.1213333333334,47,272.01208,44,/,0,31,296.7676666666666,47,279.04092,44
2009/07/30,2,31,290.05533333333335,47,275.45728,37,/,2,31,291.7943333333333,47,274.80844,37
2009/07/31,0,31,288.3883333333333,47,273.05295,37,/,2,31,291.425,47,276.06906,45
2009/08/01,2,31,291.00466666666665,47,274.49518,45,/,0,31,295.47799999999995,47,276.59952,45
2009/08/02,0,31,290.7583333333333,47,276.02936,37,/,2,31,288.527,47,275.99045,37
2009/08/03,3,31,286.55566666666664,47,273.48785,44,/,0,31,289.87533333333334,47,275.79178,45
2009/08/04,0,31,286.36966666666666,47,272.46286,44,/,0,31,293.9026666666667,47,273.98691,44
2009/08/05,0,31,288.17566666666664,47,270.6217,44,/,0,31,295.959,47,274.24451,44
2009/08/06,0,31,289.35833333333335,47,272.49826,44,/,0,31,297.35866666666664,47,277.54446,45
2009/08/07,0,31,290.06399999999996,47,273.97946,45,/,0,31,291.757,47,275.56741,45
2009/08/08,3,31,287.47066666666666,47,273.52893,37,/,3,31,287.6593333333333,47,274.30359,37
2009/08/09,2,31,285.8126666666667,47,272.27625,37,/,2,31,285.9803333333333,47,271.9996,45
2009/08/10,0,31,284.399,47,271.50266,44,/,0,31,292.3226666666667,47,273.94275,45
2009/08/11,0,31,287.0806666666667,47,270.18597,44,/,0,31,295.29533333333336,47,276.46259,44
2009/08/12,0,31,288.72133333333335,47,271.05362,44,/,3,31,297.04566666666665,47,276.27319,44
2009/08/13,2,31,288.812,47,270.95172,44,/,1,31,295.4616666666667,,,
2009/08/14,0,31,288.65866666666665,47,270.42184,44,/,3,31,297.77533333333326,47,274.39865,44
2009/08/15,0,31,288.4343333333333,47,273.02829,44,/,2,31,295.2263333333333,47,274.2511,37
2009/08/16,0,31,288.072,47,273.08047,37,/,0,31,294.7273333333333,47,274.70773,44
2009/08/17,0,31,287.82599999999996,47,274.04575,37,/,0,31,297.60066666666665,47,280.67816,37
2009/08/18,3,0,290.2,47,275.45877,37,/,2,31,286.87199999999996,47,272.94901,37
2009/08/19,2,0,,47,273.70319,37,/,2,31,286.22900000000004,47,274.52527,37
2009/08/20,0,31,285.1243333333333,47,275.83112,37,/,2,31,289.20966666666664,47,276.21057,37
2009/08/21,2,31,284.997,47,274.38882,37,/,0,31,290.7196666666667,47,275.31049,37
2009/08/22,2,31,286.4483333333333,47,274.7843,37,/,0,31,292.2296666666667,47,277.37906,37
2009/08/23,2,31,287.90700000000004,47,275.40067,37,/,0,31,293.00300000000004,47,275.60977,37
2009/08/24,0,31,290.1596666666667,47,274.37738,37,/,0,31,293.06100000000004,47,276.49805,37
2009/08/25,3,31,285.146,47,275.08658,37,/,2,31,286.1443333333333,47,273.56656,37
2009/08/26,2,31,285.70933333333335,47,271.49683,37,/,0,31,292.49733333333336,47,275.52148,37
2009/08/27,0,31,286.06266666666664,47,272.04834,37,/,0,31,294.0056666666667,47,276.32352,37
2009/08/28,3,31,288.5483333333333,47,274.38065,37,/,0,31,284.51800000000003,47,270.65903,44
2009/08/29,0,31,281.5586666666667,47,268.03372,37,/,0,31,292.94166666666666,47,271.54623,37
2009/08/30,0,31,285.63733333333334,47,268.30096,44,/,0,31,294.40200000000004,47,277.32468,37
2009/08/31,0,31,285.93233333333336,47,272.71808,37,/,0,31,293.539,47,277.22577,37
2009/09/01,3,31,287.206,47,274.53311,37,/,2,31,291.53999999999996,47,275.82761,37
2009/09/02,0,31,286.8176666666667,47,274.09717,37,/,2,0,,47,275.21982,37
2009/09/03,0,0,,47,275.8999,37,/,3,31,291.84566666666666,47,275.99585,37
2009/09/04,3,31,286.1723333333333,47,274.1694,37,/,0,31,290.6893333333333,47,278.14987,37
2009/09/05,0,31,288.7883333333333,47,278.13046,37,/,3,31,289.8713333333333,47,278.38013,37
2009/09/06,2,31,282.12066666666664,47,276.49234,37,/,3,31,282.964,47,278.70688,37
2009/09/07,3,31,282.2583333333333,47,275.138,37,/,3,31,284.6496666666667,47,278.10944,37
2009/09/08,0,31,283.4606666666666,47,275.63278,37,/,0,31,287.0333333333333,47,275.56711,37
2009/09/09,0,31,285.8573333333334,47,276.20184,37,/,0,31,287.54966666666667,47,275.36804,37
2009/09/10,0,31,285.86133333333333,47,274.8754,37,/,0,31,287.793,47,275.04431,37
2009/09/11,2,31,285.556,47,274.87515,37,/,2,31,285.576,47,274.28824,37
2009/09/12,2,31,284.58166666666665,47,274.17233,37,/,0,31,284.332,47,274.71112,37
2009/09/13,0,31,283.6546666666666,47,273.30698,44,/,3,31,283.65633333333335,47,273.483,37
2009/09/14,2,31,283.72266666666667,47,271.56064,37,/,0,31,290.264,47,275.25336,37
2009/09/15,0,31,284.5606666666667,47,272.22287,37,/,0,31,288.8763333333333,47,273.37039,37
2009/09/16,0,31,284.7463333333334,47,272.44455,37,/,0,31,290.7696666666667,47,275.59552,37
2009/09/17,0,31,286.2323333333333,47,272.86203,37,/,2,31,293.5866666666667,47,275.30737,37
2009/09/18,0,31,285.7373333333333,47,273.01572,37,/,0,31,292.7966666666666,47,275.23676,37
2009/09/19,2,31,286.923,47,272.54523,37,/,0,31,278.09366666666665,47,270.15802,37
2009/09/20,0,31,277.887,47,267.54892,37,/,0,31,285.84433333333334,47,269.66684,36
2009/09/21,0,31,280.501,47,268.56851,44,/,3,31,290.11699999999996,47,270.93539,44
2009/09/22,0,31,283.89,47,268.15552,36,/,0,0,,47,271.99622,43
2009/09/23,3,0,,47,269.5618,36,/,0,31,287.1246666666667,47,269.99152,36
2009/09/24,0,31,281.66633333333334,47,267.43015,36,/,0,31,292.4756666666667,47,273.65915,36
2009/09/25,0,31,284.7453333333333,47,269.05197,36,/,0,31,285.70466666666664,47,268.31793,36
2009/09/26,0,31,280.21899999999994,47,267.29364,36,/,0,31,288.38,47,268.15613,40
2009/09/27,0,31,282.52033333333327,47,264.64059,36,/,0,31,288.525,47,269.58981,36
2009/09/28,0,31,282.379,47,266.11856,36,/,0,31,291.1863333333333,47,271.79193,43
2009/09/29,0,31,284.18233333333336,47,269.38611,44,/,2,31,289.9533333333334,47,270.68756,36
2009/09/30,0,31,285.35699999999997,47,268.13229,44,/,0,31,288.19733333333335,47,269.80252,36
2009/10/01,0,31,282.1306666666667,47,267.61981,44,/,0,0,,47,270.84573,36
2009/10/02,0,0,,47,267.74866,36,/,3,31,284.972,47,269.01605,44
2009/10/03,0,31,282.8036666666667,47,265.61346,43,/,0,31,284.6633333333333,47,265.63449,43
2009/10/04,0,31,280.67499999999995,47,264.85016,36,/,0,31,288.472,47,268.75958,36
2009/10/05,0,31,282.13766666666663,47,267.90903,36,/,0,31,288.07399999999996,47,271.72668,36
2009/10/06,2,31,283.236,47,270.13855,36,/,3,31,283.27533333333326,47,270.19318,36
2009/10/07,2,31,282.3406666666666,47,268.7179,36,/,3,31,284.6186666666666,47,268.41949,37
2009/10/08,2,31,282.334,47,267.92841,36,/,2,31,283.35,47,267.44553,36
2009/10/09,0,31,280.29533333333336,47,267.57211,36,/,2,31,282.59333333333336,47,268.83057,36
2009/10/10,3,31,279.3403333333333,47,267.0022,44,/,3,31,279.1533333333333,47,266.13068,36
2009/10/11,0,31,278.36799999999994,47,265.88083,36,/,0,31,280.03766666666667,47,266.08185,36
2009/10/12,0,31,278.0673333333333,47,264.67963,36,/,0,31,283.345,47,265.95163,36
2009/10/13,0,31,277.7916666666667,47,263.47385,36,/,0,31,284.30333333333334,47,265.15628,36
2009/10/14,0,31,278.414,47,264.10721,36,/,0,31,285.8833333333333,47,266.27539,36
2009/10/15,0,31,279.557,47,263.52359,36,/,0,0,,47,265.24655,36
2009/10/16,0,0,,47,262.42941,35,/,0,0,,47,265.29602,36
2009/10/17,0,0,,47,264.02905,36,/,0,31,284.77700000000004,47,266.63699,36
2009/10/18,0,31,278.91700000000003,47,261.17743,36,/,0,31,283.5953333333333,47,264.01035,35
