,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Azim,Elev,TkBB(K), 22.235, 23.035, 23.835, 26.235, 30.000, 51.250, 52.280, 53.850, 54.940, 56.660, 57.290, 58.800
2007/05/31,11,283.3,83.65,793.7,255.8,N,0.0,90.0,292.22266666666667,58.18666666666667,49.846666666666664,38.677,32.72666666666667,21.13366666666667,79.15633333333332,113.48266666666666,221.76966666666664,271.042,279.90133333333335,280.86466666666666,281.433
2007/06/01,11,286.32,49.48,793.2,223.2,N,0.0,90.0,296.15666666666664,33.519666666666666,27.53,21.274333333333335,23.919666666666664,14.904333333333332,67.21833333333333,103.61433333333335,220.08833333333337,274.1116666666667,284.02666666666664,284.54466666666667,285.173
2007/06/02,11,289.37,53.27,793.2,227.9,N,0.0,90.0,297.4433333333333,36.54599999999999,30.706333333333333,23.879999999999995,25.202999999999996,15.545666666666666,67.67933333333335,104.21333333333334,221.38633333333334,276.3666666666667,286.418,286.98766666666666,287.438
2007/06/03,11,291.68,28.69,793.1,265.5,N,0.0,90.0,299.585,48.188,40.409333333333336,30.43333333333333,27.993000000000002,17.410666666666668,70.30733333333333,106.645,220.666,274.0466666666667,285.002,285.9873333333333,286.7776666666667
2007/06/04,11,286.73,52.58,793.2,232.1,N,0.0,90.0,295.91133333333335,39.286,33.690666666666665,26.556666666666665,26.791666666666668,16.88233333333333,70.01066666666668,105.95933333333335,220.27299999999997,273.79166666666663,283.4533333333334,284.17266666666666,284.34800000000007
2007/06/05,11,289.96,55.49,793.2,260.3,N,0.0,90.0,298.01533333333333,59.483333333333334,51.45,39.40533333333333,32.638,20.93666666666666,75.36133333333333,110.77366666666666,223.094,275.8853333333333,285.91966666666667,286.4816666666667,287.0613333333333
2007/06/06,11,289.16,66.02,793.2,223.2,N,0.0,90.0,297.7103333333333,43.184000000000005,37.07533333333333,29.30833333333333,27.816666666666666,17.441333333333333,70.24600000000001,107.044,222.5333333333333,275.88666666666666,285.8793333333333,286.67133333333334,287.1073333333334
2007/06/07,11,289.88,70.58,793.2,230.3,N,0.0,90.0,297.5516666666666,51.11566666666667,43.71000000000001,33.677,29.423000000000002,18.27466666666667,71.73166666666665,107.73666666666665,222.77566666666667,276.297,286.5903333333333,287.078,287.5683333333333
2007/06/08,11,287.54,73.37,793.2,228.4,N,0.0,90.0,295.17266666666666,58.416,50.406666666666666,38.919333333333334,32.05166666666667,19.63133333333333,74.67966666666666,110.11266666666667,221.97933333333336,273.67499999999995,282.6206666666667,283.4146666666667,283.92500000000007
2007/06/09,11,285.75,75.25,793.3,223.2,N,0.0,90.0,293.257,49.40566666666666,43.06633333333333,34.00833333333334,30.121333333333332,18.251666666666665,73.67033333333333,109.00099999999999,220.92833333333334,272.1736666666667,280.7263333333333,281.28999999999996,281.8826666666667
2007/06/10,11,284.53,67.46,793.3,242.1,N,0.0,90.0,292.633,56.32433333333333,48.584999999999994,37.584666666666664,31.625,19.348666666666666,74.32566666666666,109.59866666666667,221.5353333333333,273.10533333333336,281.51133333333337,282.0626666666667,282.65166666666664
2007/06/11,11,287.67,68.24,793.2,256.0,N,0.0,90.0,297.46500000000003,54.528000000000006,47.08133333333333,36.557,31.173000000000002,19.546333333333333,73.43133333333333,108.95966666666666,221.85733333333334,274.20366666666666,284.44966666666664,285.33866666666665,285.9993333333333
2007/06/12,11,286.85,81.12,793.2,253.4,N,0.0,90.0,295.6863333333334,57.985,50.01466666666667,38.254000000000005,31.861333333333334,19.788666666666668,74.72233333333332,109.60799999999999,220.38499999999996,271.78499999999997,281.7923333333333,282.5853333333333,282.9753333333333
2007/06/13,11,286.67,70.45,793.2,223.2,N,0.0,90.0,294.73266666666666,44.90866666666666,38.63633333333333,30.479333333333333,28.37433333333333,17.320333333333334,71.07766666666666,106.68766666666666,220.29233333333332,273.0373333333333,282.45799999999997,283.382,283.81100000000004
2007/06/14,11,289.7,66.01,793.2,225.9,N,0.0,90.0,296.96566666666666,46.733999999999995,40.093333333333334,31.333333333333332,28.598333333333333,17.403,70.44733333333333,106.55599999999998,221.75533333333334,276.247,286.368,286.80266666666665,287.2886666666667
2007/06/15,11,288.76,77.64,793.2,284.0,N,0.0,90.0,297.4093333333333,78.845,71.29533333333333,58.95666666666666,50.41333333333333,41.32366666666667,111.75433333333334,141.538,232.80766666666665,275.1743333333333,283.2456666666667,284.0673333333333,284.73900000000003
2007/06/16,11,285.79,99.93,793.3,286.0,Y,0.0,90.0,294.5233333333333,159.01766666666666,155.72000000000003,148.665,147.925,147.8396666666667,216.82266666666663,230.459,266.36899999999997,281.63166666666666,285.1156666666667,285.1193333333333,285.293
2007/06/17,,,,,,,,,,,,,,,,,,,,,
2007/06/18,,,,,,,,,,,,,,,,,,,,,
2007/06/19,,,,,,,,,,,,,,,,,,,,,
2007/06/20,,,,,,,,,,,,,,,,,,,,,
2007/06/21,,,,,,,,,,,,,,,,,,,,,
2007/06/22,,,,,,,,,,,,,,,,,,,,,
2007/06/23,11,286.69,82.48,793.2,275.7,N,0.0,90.0,295.6653333333333,52.870666666666665,50.21600000000001,39.631,32.573,18.287666666666667,75.787,111.477,223.12766666666667,273.92133333333334,283.70033333333333,284.318,284.95833333333337
2007/06/24,11,289.23,63.42,793.2,279.3,N,0.0,90.0,298.6463333333333,46.06233333333333,43.218666666666664,33.005333333333326,30.001666666666665,16.77466666666667,71.96033333333332,108.33333333333333,222.75033333333334,276.1546666666667,287.018,287.6723333333333,287.92533333333336
2007/06/25,11,289.22,50.39,793.1,284.8,N,0.0,90.0,299.3996666666667,53.76566666666667,49.21233333333333,37.03633333333333,32.245333333333335,18.479,73.11766666666666,109.09566666666666,222.976,276.4436666666667,286.7643333333333,287.58433333333335,288.03133333333335
2007/06/26,11,288.44,75.52,793.1,286.3,N,0.0,90.0,299.15599999999995,58.638,53.46933333333334,40.33433333333333,34.034333333333336,19.774,74.45833333333333,109.842,222.0593333333333,275.3786666666667,285.712,286.53,287.058
2007/06/27,11,288.81,70.84,793.2,282.1,N,0.0,90.0,297.2563333333333,52.17066666666666,47.99066666666667,36.63033333333333,32.190333333333335,18.241,71.96433333333334,107.94999999999999,222.05966666666666,275.8306666666667,286.01533333333333,286.71633333333335,286.97833333333335
2007/06/28,11,288.49,72.32,793.2,287.4,N,0.0,90.0,298.216,78.99966666666666,72.90733333333333,58.68833333333333,50.076,38.07666666666667,107.97633333333334,138.308,232.4493333333333,275.3736666666666,283.7006666666666,284.3056666666667,285.04200000000003
2007/06/29,11,286.16,80.57,793.2,275.8,N,0.0,90.0,297.425,57.071000000000005,52.312,40.18133333333333,33.95033333333333,19.555333333333333,74.86333333333333,110.593,223.14,274.7196666666666,283.8326666666667,284.5183333333333,284.76599999999996
2007/06/30,11,292.0,63.87,793.1,285.6,N,0.0,90.0,300.602,63.733666666666664,57.297,43.10933333333334,34.653333333333336,19.65566666666667,75.63633333333334,111.58033333333333,225.09033333333332,276.64566666666667,286.42033333333336,286.952,287.59366666666665
2007/07/01,11,286.04,99.97,793.3,284.9,N,0.0,90.0,295.0296666666667,146.05266666666665,141.36333333333334,131.30566666666664,126.25299999999999,121.804,179.59300000000002,198.71966666666668,256.0493333333334,280.6913333333333,285.173,285.1783333333333,285.65066666666667
2007/07/02,11,287.68,96.83,793.2,285.5,N,0.0,90.0,296.74566666666664,76.76899999999999,68.30066666666667,51.373333333333335,38.330666666666666,22.638666666666666,80.32733333333334,115.64833333333334,226.30266666666665,276.273,284.74966666666666,285.308,285.659
2007/07/03,,,,,,,,,,,,,,,,,,,,,
2007/07/04,,,,,,,,,,,,,,,,,,,,,
2007/07/05,,,,,,,,,,,,,,,,,,,,,
2007/07/06,,,,,,,,,,,,,,,,,,,,,
2007/07/07,,,,,,,,,,,,,,,,,,,,,
2007/07/08,,,,,,,,,,,,,,,,,,,,,
2007/07/09,,,,,,,,,,,,,,,,,,,,,
2007/07/10,,,,,,,,,,,,,,,,,,,,,
2007/07/11,,,,,,,,,,,,,,,,,,,,,
2007/07/12,11,286.13,99.97,793.3,223.2,N,0.0,90.0,296.3109999999999,157.98566666666667,153.47666666666666,148.207,144.6843333333333,143.408,187.46733333333333,205.19966666666667,258.41966666666667,281.5626666666667,285.1813333333333,285.696,285.33
2007/07/13,11,286.41,88.21,793.2,223.2,N,0.0,90.0,296.47066666666666,60.004999999999995,53.734,40.736333333333334,32.82599999999999,18.325333333333333,75.40266666666668,111.07833333333332,222.94833333333332,274.556,284.0466666666667,284.7703333333333,284.7503333333333
2007/07/14,11,288.05,84.19,793.2,223.2,N,0.0,90.0,297.9863333333333,59.03399999999999,52.55066666666667,39.53333333333333,32.232,18.119999999999997,74.36566666666667,110.15566666666666,222.64600000000002,274.6926666666667,284.512,285.2873333333333,285.7916666666667
2007/07/15,11,290.55,68.26,793.1,223.2,N,0.0,90.0,299.0566666666667,49.29733333333333,43.902,33.08733333333333,29.356333333333332,16.046333333333333,71.03533333333334,108.18466666666666,224.33266666666663,277.864,287.73366666666664,288.395,289.0156666666667
2007/07/16,11,291.72,83.37,793.2,223.2,N,0.0,90.0,298.1493333333333,53.96966666666667,47.78666666666666,36.284666666666666,30.80633333333333,17.032,72.70966666666666,109.78633333333335,226.83466666666664,278.8506666666667,287.16166666666663,287.3903333333333,287.5466666666667
2007/07/17,11,291.24,88.52,793.1,223.2,N,0.0,90.0,299.58433333333335,89.83933333333331,80.63266666666667,62.73566666666667,46.24666666666667,30.423333333333332,93.92466666666667,127.45833333333333,231.981,278.713,287.01,287.413,287.57966666666664
2007/07/18,11,292.07,61.74,793.1,223.2,N,0.0,90.0,301.18100000000004,82.38300000000001,72.746,55.516000000000005,42.937999999999995,28.99866666666667,93.12199999999999,126.86866666666667,231.41299999999998,278.092,286.91966666666667,287.70366666666666,288.35333333333335
2007/07/19,11,286.96,99.98,793.2,223.2,N,0.0,90.0,297.06600000000003,86.02333333333334,76.18766666666667,59.501,47.177,34.06066666666666,101.63966666666667,133.80266666666665,232.00733333333335,275.553,283.6743333333333,284.326,284.625
2007/07/20,11,287.79,86.53,793.2,223.2,N,0.0,90.0,297.01533333333333,72.01833333333335,63.69566666666667,48.63499999999999,37.275999999999996,22.453333333333337,81.024,116.34966666666666,225.589,274.61,283.0953333333333,283.83733333333333,284.3353333333333
2007/07/21,11,288.65,75.5,793.2,223.2,N,0.0,90.0,297.2393333333333,62.94633333333333,55.906,42.987,34.62533333333333,20.358666666666668,77.71066666666667,113.09333333333333,223.99,274.128,283.96500000000003,284.4803333333333,285.1916666666667
2007/07/22,11,286.97,78.6,793.2,223.2,N,0.0,90.0,296.56533333333334,54.66333333333333,48.14266666666666,36.939,31.51533333333333,18.09433333333333,73.81700000000001,110.05866666666665,222.71766666666667,274.08666666666664,282.83033333333333,283.36699999999996,283.66566666666665
2007/07/23,11,289.0,73.13,793.2,223.2,N,0.0,90.0,298.97533333333337,55.38666666666667,49.08366666666666,38.06466666666667,32.54266666666666,18.84433333333333,74.89866666666666,110.61566666666667,222.33933333333334,273.83466666666664,283.6806666666667,284.614,284.73799999999994
2007/07/24,11,289.54,58.11,793.2,223.2,N,0.0,90.0,298.967,50.989333333333335,44.47033333333333,33.759,30.100666666666665,17.182666666666666,71.48333333333333,108.02866666666668,222.5306666666667,275.4,285.8166666666666,286.418,287.006
2007/07/25,11,290.76,57.29,793.2,223.2,N,0.0,90.0,298.58799999999997,51.404333333333334,45.22866666666667,34.79866666666666,30.720000000000002,17.592666666666666,72.27166666666668,108.56466666666665,223.44366666666664,275.726,286.013,286.576,287.4946666666666
2007/07/26,11,289.6,61.47,793.1,223.2,N,0.0,90.0,299.584,53.46433333333333,47.04833333333333,36.07966666666667,31.552999999999997,18.291333333333334,73.16866666666667,109.28766666666667,223.65733333333333,276.5416666666667,286.68499999999995,287.5063333333334,288.03566666666666
2007/07/27,11,289.45,70.46,793.2,223.2,N,0.0,90.0,297.8903333333333,68.20233333333334,59.71,45.41166666666666,36.747,22.881333333333334,81.187,115.85033333333334,225.09266666666667,275.3066666666667,285.2733333333333,285.841,286.54833333333335
2007/07/28,11,287.15,82.4,793.2,223.2,N,0.0,90.0,296.22133333333335,61.57233333333333,54.260333333333335,41.495333333333335,33.71766666666667,19.731,75.17533333333333,110.96266666666666,223.343,274.8553333333333,284.1433333333333,284.43,284.723
2007/07/29,,,,,,,,,,,,,,,,,,,,,
2007/07/30,11,289.51,71.6,793.2,223.2,N,0.0,90.0,298.68000000000006,65.02333333333333,57.321,44.00233333333333,34.91566666666667,20.382666666666665,76.291,112.41933333333333,225.47033333333331,276.572,286.1356666666667,286.87033333333335,287.43933333333337
2007/07/31,11,285.48,85.92,793.4,223.2,N,0.0,90.0,293.48366666666664,129.20833333333331,123.84033333333333,113.58033333333333,112.05566666666667,106.725,179.175,199.18466666666666,255.26666666666668,279.119,283.646,284.03999999999996,284.29133333333334
2007/08/01,11,289.17,73.02,793.2,223.2,N,0.0,90.0,298.4676666666667,55.209,47.506,35.625,30.55833333333333,17.349,72.457,109.04866666666666,224.04766666666666,276.66366666666664,286.3933333333333,287.1293333333333,287.712
2007/08/02,11,288.1,69.89,793.2,261.7,N,0.0,90.0,297.4136666666667,33.63433333333333,31.106333333333332,24.815333333333335,15.292333333333332,14.650333333333332,76.837,112.168,225.3313333333333,277.29766666666666,286.76800000000003,287.3346666666667,287.71866666666665
2007/08/03,11,290.24,60.04,793.2,324.1,N,0.0,90.0,299.46666666666664,35.599999999999994,32.977000000000004,26.452333333333335,16.416666666666668,15.443999999999999,77.09899999999999,112.64366666666666,226.416,278.1873333333333,287.57366666666667,288.27233333333334,288.69866666666667
2007/08/04,11,290.62,91.18,793.2,324.1,N,0.0,90.0,297.5093333333333,59.004,53.76333333333333,41.85333333333333,23.529666666666667,19.967333333333336,83.292,117.55466666666666,227.95033333333333,278.09233333333333,286.97433333333333,287.4706666666667,287.8593333333333
2007/08/05,11,290.37,89.18,793.2,324.1,N,0.0,90.0,298.581,65.77033333333333,59.684999999999995,46.369,25.860333333333333,21.532666666666664,85.65833333333333,119.65733333333333,228.652,277.9626666666667,286.496,287.13866666666667,287.42566666666664
2007/08/06,11,290.64,100.01,793.1,324.1,N,0.0,90.0,300.3376666666667,72.13333333333333,65.33266666666667,50.49366666666666,28.24066666666667,23.697333333333333,89.24000000000001,123.08099999999999,230.53799999999998,279.242,287.95333333333326,288.6493333333333,288.94666666666666
2007/08/07,11,291.19,91.14,793.1,324.1,N,0.0,90.0,299.945,53.48466666666667,49.644999999999996,39.66866666666667,22.917333333333332,19.567666666666668,83.56066666666666,118.426,229.509,279.41766666666666,288.168,288.759,289.228
2007/08/08,11,290.84,93.05,793.1,293.1,Y,0.0,90.0,300.72933333333333,92.93266666666666,86.441,72.04866666666666,52.57966666666667,53.24066666666667,144.90699999999998,170.59233333333333,247.38966666666667,280.885,287.24766666666665,287.8896666666667,288.38633333333337
2007/08/09,11,287.92,100.05,793.2,266.2,N,0.0,90.0,295.88766666666663,56.98833333333333,51.373333333333335,39.45766666666667,21.900999999999996,19.093666666666667,82.61466666666666,117.49166666666666,228.214,277.3513333333333,285.24766666666665,285.66700000000003,285.9903333333333
2007/08/10,11,290.48,100.02,793.2,287.1,N,0.0,90.0,299.63633333333337,63.00333333333333,57.12866666666666,45.08633333333333,26.618666666666666,23.802,89.99233333333333,123.70566666666666,229.834,277.77666666666664,286.4803333333333,287.279,287.61233333333337
2007/08/11,11,287.1,91.06,793.3,274.7,N,0.0,90.0,296.00733333333335,49.24433333333334,44.66433333333333,34.59133333333333,20.005666666666666,17.861,80.88633333333334,115.50699999999999,225.89266666666666,276.27433333333335,285.586,286.0523333333333,286.55133333333333
2007/08/12,11,288.43,83.97,793.2,282.1,N,0.0,90.0,298.34799999999996,49.355000000000004,45.462666666666664,36.039,21.765,19.82866666666667,83.67633333333333,117.40833333333333,225.63066666666666,275.21366666666665,284.52233333333334,285.2606666666667,285.634
2007/08/13,11,287.17,75.2,793.2,268.3,N,0.0,90.0,295.37199999999996,27.587666666666667,25.665,20.967666666666666,13.838666666666667,13.958333333333332,75.26433333333333,110.65433333333334,224.194,275.6666666666667,284.95866666666666,285.57533333333333,286.03566666666666
2007/08/14,11,288.25,83.34,793.3,264.9,N,0.0,90.0,295.858,30.754666666666665,28.025,22.35033333333333,14.420666666666666,14.253333333333334,75.68266666666668,111.55633333333334,226.1123333333333,277.47766666666666,285.76466666666664,286.12266666666665,286.35433333333333
2007/08/15,11,289.22,92.91,793.2,283.1,N,0.0,90.0,296.8666666666667,62.263333333333335,55.63400000000001,42.529666666666664,23.796999999999997,20.50133333333333,84.26266666666669,118.42433333333332,227.87666666666667,276.86266666666666,285.1503333333333,285.7726666666666,286.134
2007/08/16,11,287.87,87.69,793.3,276.8,N,0.0,90.0,295.72066666666666,62.534000000000006,56.26133333333333,43.675333333333334,24.867333333333335,21.337000000000003,85.71733333333333,119.96199999999999,228.645,276.93833333333333,284.613,285.0763333333333,285.5573333333333
2007/08/17,11,289.03,82.29,793.2,268.8,N,0.0,90.0,295.95099999999996,57.68366666666667,52.06866666666667,40.49,22.83033333333333,19.536,82.65833333333333,117.884,229.03766666666667,277.697,284.678,284.96500000000003,285.41266666666667
2007/08/18,11,290.21,87.13,793.2,284.5,N,0.0,90.0,298.2356666666667,56.67366666666666,52.318666666666665,41.778000000000006,24.592333333333332,21.256,85.899,120.79966666666667,230.41733333333332,278.3423333333334,285.66366666666664,286.15633333333335,286.5623333333333
