,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Azim,Elev,TkBB(K), 22.235, 23.035, 23.835, 26.235, 30.000, 51.250, 52.280, 53.850, 54.940, 56.660, 57.290, 58.800
2007/05/30,11,289.94,54.22,793.2,277.8,N,0.0,90.0,299.747,75.427,68.85466666666667,58.96966666666667,55.43566666666667,50.203,127.672,154.97133333333335,237.648,275.6716666666667,284.07866666666666,285.02,285.8623333333333
2007/05/31,11,291.79,32.39,793.1,231.1,N,0.0,90.0,301.33733333333333,37.74366666666666,31.461,24.199,25.561999999999998,15.757333333333333,67.95466666666667,104.88166666666666,221.04233333333335,275.33299999999997,286.3806666666667,287.19866666666667,288.30333333333334
2007/06/01,11,296.26,20.36,793.0,232.7,N,0.0,90.0,305.98333333333335,43.068999999999996,36.54233333333333,27.722,27.201666666666668,16.716,67.77233333333334,105.08833333333332,222.246,278.16266666666667,290.6206666666667,291.198,292.3363333333333
2007/06/02,11,296.7,20.97,793.0,247.7,N,0.0,90.0,304.43100000000004,40.538999999999994,33.85333333333333,25.370666666666665,25.938666666666663,15.804666666666666,66.84233333333333,104.25066666666666,222.985,278.81466666666665,291.1643333333334,292.30366666666663,293.35066666666665
2007/06/03,11,293.0,27.9,793.1,264.6,N,0.0,90.0,302.6596666666666,49.205999999999996,42.24466666666667,32.296,29.336333333333332,18.385666666666665,71.148,107.62833333333333,221.78133333333332,275.3706666666667,287.0023333333333,287.95033333333333,289.10433333333333
2007/06/04,11,296.97,23.06,793.0,246.2,N,0.0,90.0,306.26800000000003,43.907333333333334,37.23,28.155,27.400333333333332,16.862333333333336,67.97333333333333,105.27433333333335,223.39066666666668,279.39599999999996,291.8176666666667,292.773,293.94166666666666
2007/06/05,11,292.85,43.69,793.1,236.8,N,0.0,90.0,302.3083333333333,49.98133333333333,42.911,33.015,29.355666666666664,18.246000000000002,70.48433333333334,107.07399999999998,223.38533333333334,277.5583333333333,288.7796666666667,289.749,290.2493333333333
2007/06/06,11,297.56,26.95,792.9,229.0,N,0.0,90.0,307.3793333333333,50.863,43.760666666666665,33.40533333333333,29.874000000000002,18.321666666666665,69.755,107.41999999999999,224.523,279.71633333333335,291.79466666666667,292.89033333333333,293.76033333333334
2007/06/07,11,296.41,32.86,793.0,254.7,N,0.0,90.0,305.1096666666666,59.114666666666665,51.089999999999996,38.882333333333335,32.31066666666667,19.987333333333332,72.62233333333333,109.245,224.31400000000002,278.18399999999997,290.32366666666667,291.41566666666665,292.4563333333333
2007/06/08,11,290.16,57.57,793.2,233.5,N,0.0,90.0,297.9463333333333,54.59466666666666,47.59966666666667,37.458,31.514333333333333,19.424333333333333,74.193,110.02133333333333,222.52033333333333,274.46933333333334,284.504,285.42966666666666,286.08733333333333
2007/06/09,11,291.24,46.41,793.1,227.3,N,0.0,90.0,300.26800000000003,52.01033333333333,45.331,35.24033333333333,30.636333333333333,18.926333333333332,72.40433333333333,108.62,222.76366666666667,275.43899999999996,285.687,286.43899999999996,287.512
2007/06/10,11,293.15,40.89,793.1,242.7,N,0.0,90.0,302.5626666666667,56.98266666666666,49.601000000000006,38.15733333333333,32.21,19.709333333333333,73.146,109.29366666666667,223.20566666666667,276.44100000000003,287.502,288.4183333333333,289.00166666666667
2007/06/11,11,285.9,99.98,793.3,283.0,Y,0.0,90.0,294.1733333333333,104.50933333333333,98.28566666666666,88.52599999999998,85.56233333333333,77.45133333333334,133.5473333333333,160.737,240.81566666666666,277.00300000000004,284.6736666666667,284.914,285.34933333333333
2007/06/12,11,289.11,58.1,793.2,269.1,N,0.0,90.0,299.4223333333333,58.81733333333332,50.880333333333326,38.943,32.51733333333334,20.376333333333335,74.611,110.03666666666666,221.67933333333332,273.404,283.6823333333333,284.8143333333333,285.3093333333333
2007/06/13,11,296.78,25.76,793.0,235.9,N,0.0,90.0,306.743,41.08633333333333,35.11233333333333,27.059333333333335,27.158,16.348,67.56533333333334,104.83533333333334,222.92066666666665,279.01533333333333,291.7306666666667,292.377,293.15
2007/06/14,11,296.29,30.82,793.0,244.1,N,0.0,90.0,305.14,45.040333333333336,38.92866666666667,30.132666666666665,28.510666666666665,17.205,68.632,105.922,223.49866666666665,279.06066666666663,290.88699999999994,291.558,292.59433333333334
2007/06/15,11,291.04,67.15,793.1,250.6,N,0.0,90.0,301.2256666666666,58.595,51.215666666666664,40.022000000000006,33.422,21.022333333333336,74.824,110.39999999999999,223.63166666666666,275.92433333333327,285.94933333333336,286.673,287.35
2007/06/16,,,,,,,,,,,,,,,,,,,,,
2007/06/17,,,,,,,,,,,,,,,,,,,,,
2007/06/18,,,,,,,,,,,,,,,,,,,,,
2007/06/19,,,,,,,,,,,,,,,,,,,,,
2007/06/20,,,,,,,,,,,,,,,,,,,,,
2007/06/21,,,,,,,,,,,,,,,,,,,,,
2007/06/22,11,289.7,67.63,793.1,273.1,N,0.0,90.0,300.537,51.598,49.15233333333333,39.58566666666667,31.714,17.223,75.26733333333333,111.27099999999999,223.76133333333337,275.49966666666666,285.2076666666667,286.23199999999997,286.6333333333333
2007/06/23,11,295.22,34.03,793.0,276.1,N,0.0,90.0,305.0063333333334,49.20933333333333,46.54266666666667,35.74133333333333,31.39933333333333,17.338333333333335,72.81133333333332,109.35166666666666,224.53866666666664,278.191,289.907,290.8316666666667,291.78499999999997
2007/06/24,11,294.63,36.55,793.0,284.3,N,0.0,90.0,304.1836666666667,51.39533333333333,47.592666666666666,35.717333333333336,31.582333333333334,17.863,71.92933333333333,108.474,224.29666666666668,278.38533333333334,289.7496666666667,290.69466666666665,291.582
2007/06/25,11,294.8,40.37,793.0,288.1,N,0.0,90.0,304.2823333333333,56.278666666666666,51.568,38.54166666666667,33.27433333333333,18.851666666666667,72.85933333333332,108.844,223.77433333333335,277.9053333333333,289.827,290.8016666666667,291.259
2007/06/26,11,294.75,35.57,793.0,284.7,N,0.0,90.0,303.308,56.74733333333333,52.164,39.278666666666666,33.775000000000006,19.416,72.51166666666667,108.53166666666667,222.93833333333333,277.32466666666664,289.212,290.30133333333333,291.03700000000003
2007/06/27,11,298.97,22.53,793.0,287.9,N,0.0,90.0,308.68666666666667,53.196,48.666333333333334,36.367999999999995,32.24666666666667,17.67066666666667,70.33333333333334,107.33066666666667,225.15566666666666,280.7986666666667,293.27566666666667,294.0566666666667,295.07666666666665
2007/06/28,11,291.85,63.48,793.1,280.6,N,0.0,90.0,302.85699999999997,63.537666666666674,58.256,44.32666666666667,36.01833333333333,20.789,76.16533333333334,111.88633333333334,224.89933333333332,276.3173333333333,286.937,287.51433333333335,288.0133333333333
2007/06/29,11,297.24,39.11,793.0,286.1,N,0.0,90.0,306.947,55.492,50.456,37.66466666666666,32.24733333333333,17.896,72.05266666666667,109.12466666666667,226.12033333333335,280.28999999999996,291.8216666666667,292.382,294.01599999999996
2007/06/30,11,294.3,56.65,793.0,288.5,N,0.0,90.0,302.7183333333333,67.86433333333332,60.45366666666667,44.91566666666667,35.16466666666666,19.994999999999997,76.25866666666667,112.06099999999998,226.6383333333333,279.023,289.4863333333334,290.16966666666667,291.098
2007/07/01,11,289.08,94.79,793.2,281.5,N,0.0,90.0,297.94866666666667,74.356,66.782,50.730000000000004,37.99666666666667,22.099666666666664,79.71666666666667,115.16733333333332,226.312,275.89200000000005,284.754,285.15,285.3126666666667
2007/07/02,11,294.78,61.86,793.0,285.8,N,0.0,90.0,304.767,69.012,61.585,45.60966666666667,35.23433333333333,20.058,75.90700000000001,112.11933333333333,226.95,279.0556666666667,289.565,290.35266666666666,291.2923333333333
2007/07/03,,,,,,,,,,,,,,,,,,,,,
2007/07/04,,,,,,,,,,,,,,,,,,,,,
2007/07/05,,,,,,,,,,,,,,,,,,,,,
2007/07/06,11,291.09,71.96,793.1,286.3,N,0.0,90.0,299.06533333333334,62.34766666666666,56.19433333333333,41.73733333333334,32.748,17.865333333333332,74.77566666666667,111.717,226.839,279.1933333333333,288.9483333333333,289.59433333333334,289.829
2007/07/07,,,,,,,,,,,,,,,,,,,,,
2007/07/08,11,291.13,62.45,793.1,223.2,N,0.0,90.0,301.11199999999997,69.273,62.625,47.29933333333334,36.29933333333334,20.432000000000002,77.125,113.30699999999999,227.161,279.288,289.51133333333337,290.25800000000004,291.012
2007/07/09,,,,,,,,,,,,,,,,,,,,,
2007/07/10,,,,,,,,,,,,,,,,,,,,,
2007/07/11,11,289.79,82.2,793.2,223.2,Y,0.0,90.0,298.264,168.12733333333333,164.046,159.589,157.178,160.003,221.698,234.07566666666668,269.2973333333333,284.49699999999996,287.7296666666666,287.90566666666666,288.3113333333333
2007/07/12,11,288.77,94.07,793.2,223.2,N,0.0,90.0,300.138,61.165,55.096666666666664,41.988,33.731,19.197333333333333,76.326,112.186,224.54466666666667,275.635,285.0056666666667,285.3163333333333,285.5573333333333
2007/07/13,11,289.71,74.56,793.2,223.2,N,0.0,90.0,299.571,63.007666666666665,56.105000000000004,42.67166666666667,34.19833333333334,20.084333333333333,77.846,113.24866666666667,224.36133333333333,275.525,285.72333333333336,286.40066666666667,286.7333333333333
2007/07/14,11,296.18,40.8,793.0,223.2,N,0.0,90.0,307.354,57.754000000000005,51.58633333333333,38.72,32.27033333333333,17.792666666666666,72.61633333333333,109.30133333333333,225.1683333333333,279.52099999999996,291.22766666666666,292.1333333333333,292.9356666666667
2007/07/15,11,297.06,45.68,793.0,223.2,N,0.0,90.0,305.9033333333333,58.24033333333333,52.18433333333333,39.782,33.082,18.327666666666666,73.26966666666667,110.81933333333333,227.9236666666667,281.15366666666665,292.02233333333334,292.64300000000003,293.61366666666663
2007/07/16,11,296.65,65.52,793.0,223.2,N,0.0,90.0,305.4803333333333,72.48333333333332,64.09100000000001,48.32833333333333,36.78633333333333,20.777,77.00166666666667,114.02066666666667,229.56733333333332,282.06933333333336,291.7486666666666,292.37666666666667,292.66633333333334
2007/07/17,11,294.93,59.15,793.0,223.2,N,0.0,90.0,304.5953333333333,91.64599999999999,82.60499999999999,64.333,48.159666666666666,32.742999999999995,98.24666666666666,131.70366666666666,234.234,280.31033333333335,289.5966666666667,290.231,291.0686666666667
2007/07/18,11,287.15,99.98,793.2,223.2,N,0.0,90.0,296.91133333333335,84.89833333333334,75.999,59.31366666666667,47.13033333333334,32.55799999999999,91.49133333333333,125.39133333333335,229.917,276.134,283.92100000000005,284.16966666666667,284.58899999999994
2007/07/19,11,289.6,72.86,793.1,223.2,N,0.0,90.0,299.61366666666663,74.423,64.36766666666666,47.623333333333335,35.980666666666664,21.08533333333333,78.31566666666666,114.379,225.98866666666666,275.59766666666667,284.633,285.2196666666667,286.30533333333335
2007/07/20,11,289.22,69.94,793.2,223.2,N,0.0,90.0,299.197,64.35533333333333,56.825,43.138333333333335,34.32333333333333,19.72233333333333,76.19366666666667,112.37533333333332,225.03066666666666,275.9603333333333,285.2896666666667,285.9123333333333,286.4783333333333
2007/07/21,11,290.62,65.41,793.2,223.2,N,0.0,90.0,300.86699999999996,55.7,49.53633333333333,38.00566666666667,32.373666666666665,18.68933333333333,74.72766666666666,110.79500000000002,223.614,274.826,285.15166666666664,285.745,287.0103333333334
2007/07/22,11,291.98,49.26,793.2,223.2,N,0.0,90.0,301.1673333333333,60.95333333333333,53.69433333333333,40.64966666666667,33.370000000000005,19.233000000000004,75.66466666666666,111.87933333333334,224.64833333333334,276.418,286.77099999999996,287.9916666666667,288.5093333333333
2007/07/23,11,295.52,27.15,793.0,223.2,N,0.0,90.0,305.51133333333337,51.323,44.66066666666667,33.44933333333333,30.121,16.78933333333333,70.75533333333334,107.62400000000001,223.68033333333335,277.8003333333333,289.72,290.50600000000003,291.3903333333333
2007/07/24,11,296.45,29.81,793.0,223.2,N,0.0,90.0,306.4816666666667,55.266000000000005,48.529,36.54633333333334,31.766666666666666,17.733666666666664,71.77366666666666,108.72633333333333,224.777,279.16999999999996,290.88700000000006,291.819,293.03366666666665
2007/07/25,11,296.64,30.58,793.0,223.2,N,0.0,90.0,306.0383333333333,54.242666666666665,47.910333333333334,36.46666666666667,31.822333333333333,17.945999999999998,72.01233333333333,108.902,224.7843333333333,279.07966666666664,290.97866666666664,291.84866666666665,292.30766666666665
2007/07/26,11,297.68,33.51,793.0,223.2,N,0.0,90.0,307.79866666666663,86.92966666666666,80.08800000000001,67.58033333333333,62.68299999999999,55.31166666666667,129.14866666666666,156.9153333333333,241.361,281.3036666666667,291.744,292.73533333333336,293.182
2007/07/27,11,290.77,58.73,793.2,223.2,N,0.0,90.0,299.2683333333334,63.17266666666667,55.367000000000004,42.059,33.944,19.535000000000004,74.977,110.99833333333333,223.767,275.47433333333333,285.64633333333336,286.6426666666666,287.24966666666666
2007/07/28,11,296.4,35.62,793.0,223.2,N,0.0,90.0,305.395,66.84966666666666,58.992666666666665,45.211333333333336,37.117333333333335,23.091,80.332,115.91866666666667,227.05066666666664,279.00333333333333,290.48900000000003,291.55066666666664,292.4046666666667
2007/07/29,11,292.92,57.71,793.1,223.2,N,0.0,90.0,302.32733333333334,75.76266666666666,68.357,54.966,46.368,34.516000000000005,100.44666666666666,132.7063333333333,232.325,277.9906666666667,287.9803333333333,288.49833333333333,289.49533333333335
2007/07/30,11,292.04,99.99,793.1,223.2,N,0.0,90.0,305.7606666666667,137.24033333333333,131.46866666666665,122.89166666666667,117.94133333333335,117.43633333333332,187.79000000000002,205.695,260.046,284.5276666666666,291.08799999999997,291.5323333333333,291.50866666666667
2007/07/31,11,290.02,92.45,793.2,223.2,N,0.0,90.0,300.125,62.21333333333333,53.33,39.451,32.34466666666667,18.759666666666668,74.61433333333333,111.38866666666667,225.69966666666664,277.2016666666667,286.722,287.4653333333333,287.8026666666667
2007/08/01,11,293.56,44.19,793.1,248.0,N,0.0,90.0,,,,,,,,,,,,,
2007/08/02,11,298.27,29.95,793.0,324.1,N,0.0,90.0,308.04766666666666,48.43333333333334,44.080333333333336,34.06733333333333,19.566000000000003,16.96366666666667,78.935,114.45499999999998,228.18833333333333,281.273,293.09766666666667,294.1963333333333,294.9803333333333
2007/08/03,11,298.33,35.79,792.9,324.1,N,0.0,90.0,307.025,54.507333333333335,49.540000000000006,38.19866666666667,21.761333333333333,18.392,80.44233333333334,115.66433333333333,228.89999999999998,281.56566666666663,292.926,293.92533333333336,294.8553333333333
2007/08/04,11,295.7,53.12,793.0,324.1,N,0.0,90.0,304.00966666666665,62.51233333333333,57.004333333333335,44.108000000000004,25.07166666666667,21.27466666666667,85.03999999999999,119.41966666666667,229.56400000000002,279.76933333333335,289.8996666666667,290.76666666666665,291.68999999999994
2007/08/05,11,296.76,63.03,793.0,324.1,N,0.0,90.0,305.7753333333334,77.267,70.17566666666667,54.81733333333334,31.338666666666665,26.080666666666666,92.56333333333333,126.11699999999999,232.83366666666666,281.5853333333333,291.47633333333334,292.31533333333334,292.948
2007/08/06,11,293.23,82.34,793.1,324.1,N,0.0,90.0,302.313,69.77133333333333,63.49933333333334,49.495,28.177999999999997,24.119333333333334,90.33333333333334,124.311,232.22566666666665,281.11033333333336,290.70366666666666,291.525,292.18199999999996
2007/08/07,11,297.65,60.66,793.0,283.8,N,0.0,90.0,306.6453333333333,63.675,57.77466666666666,44.659333333333336,25.044666666666664,20.350666666666665,84.08266666666665,119.37433333333333,231.66466666666668,282.56566666666663,293.04966666666667,293.9343333333333,294.65166666666664
2007/08/08,11,288.09,98.63,793.2,281.4,N,0.0,90.0,297.187,70.131,63.47966666666666,49.31699999999999,28.215333333333334,24.410666666666668,91.36333333333334,124.93599999999998,230.708,277.07500000000005,284.453,284.938,285.249
2007/08/09,11,294.06,65.69,793.1,284.5,N,0.0,90.0,303.1816666666667,63.037,56.497,43.24766666666666,24.328,20.861333333333334,85.34633333333332,120.04566666666666,230.16633333333328,280.0053333333333,289.47766666666666,290.2696666666667,290.83566666666667
2007/08/10,11,291.73,58.8,793.1,275.4,N,0.0,90.0,302.3136666666667,47.956,44.13933333333333,34.790333333333336,20.238,17.848,81.25633333333333,115.947,227.29833333333332,277.942,287.57500000000005,288.45799999999997,289.0536666666667
2007/08/11,11,290.91,68.84,793.2,283.1,N,0.0,90.0,300.387,54.81666666666667,49.922666666666665,39.002,22.950666666666667,20.717999999999996,84.708,118.60966666666667,227.339,277.11800000000005,286.91966666666667,287.6153333333333,288.3176666666667
2007/08/12,11,289.58,66.49,793.2,266.2,N,0.0,90.0,298.302,38.88733333333333,35.74766666666666,28.10833333333333,16.924666666666667,16.020333333333333,77.565,112.59166666666667,224.75833333333333,276.1913333333333,286.06566666666663,286.7223333333333,287.385
2007/08/13,11,294.28,48.55,793.1,272.7,N,0.0,90.0,302.60266666666666,30.834333333333333,28.706666666666663,23.179000000000002,14.986666666666665,14.366666666666665,75.48333333333333,111.67666666666668,226.851,279.6156666666667,289.846,290.48400000000004,291.395
2007/08/14,11,294.19,57.51,793.1,274.6,N,0.0,90.0,303.01666666666665,47.004,43.42966666666667,34.559666666666665,20.71,18.133333333333333,80.35833333333332,115.714,228.62,279.4103333333333,289.11199999999997,289.899,290.7073333333333
2007/08/15,11,291.71,82.02,793.1,290.0,N,0.0,90.0,300.00966666666665,72.57166666666666,67.09433333333334,54.35333333333333,35.14633333333333,33.013666666666666,106.30833333333332,137.511,234.94833333333332,278.48,286.85,287.6196666666666,288.3466666666667
